datetime,North-Eastern Region Hourly Demand,temp_ne,humidity_ne,feels_like_ne,is_holiday
1/1/2019 0:00,1665.72,11.4,91,10.7,1
1/1/2019 1:00,1556.24,10.4,92,9.6,1
1/1/2019 2:00,1485.44,9.6,93,8.5,1
1/1/2019 3:00,1454.96,9.1,91,7.7,1
1/1/2019 4:00,1463.14,8.9,88,7.5,1
1/1/2019 5:00,1496.27,9.8,89,8.7,1
1/1/2019 6:00,1571.1,10.6,83,9.5,1
1/1/2019 7:00,1754.27,13.2,75,12.4,1
1/1/2019 8:00,1768.27,16,72,15.9,1
1/1/2019 9:00,1702.59,18.5,66,18.3,1
1/1/2019 10:00,1620.8,20.1,61,19.9,1
1/1/2019 11:00,1516.64,21.5,56,21.5,1
1/1/2019 12:00,1481.51,22.5,52,22.3,1
1/1/2019 13:00,1436.48,22.9,51,22.3,1
1/1/2019 14:00,1392.05,22.6,53,22,1
1/1/2019 15:00,1398.22,21.5,59,21.4,1
1/1/2019 16:00,1626.21,18.2,70,18.1,1
1/1/2019 17:00,2213.3,17,74,16.7,1
1/1/2019 18:00,2306.29,15.4,82,15.2,1
1/1/2019 19:00,2276.87,15,83,14.7,1
1/1/2019 20:00,2182.65,14.4,85,13.9,1
1/1/2019 21:00,1994.57,13.4,88,12.8,1
1/1/2019 22:00,1731.67,12.6,91,12,1
1/1/2019 23:00,1591.34,12.1,92,11.3,1
1/2/2019 0:00,1499.36,11.4,93,10.4,0
1/2/2019 1:00,1400.91,10.6,92,9.8,0
1/2/2019 2:00,1373.98,9.9,92,9,0
1/2/2019 3:00,1361.79,9.9,89,8.5,0
1/2/2019 4:00,1377.34,9.9,85,8.4,0
1/2/2019 5:00,1445.45,9.6,89,8.4,0
1/2/2019 6:00,1626.25,10.1,84,8.8,0
1/2/2019 7:00,1823.28,13.2,76,12.1,0
1/2/2019 8:00,1831.26,16.6,67,16.2,0
1/2/2019 9:00,1764.61,18.8,61,18.3,0
1/2/2019 10:00,1674.97,20.2,56,19.5,0
1/2/2019 11:00,1602.51,21.5,51,21,0
1/2/2019 12:00,1567.72,22.4,49,21.9,0
1/2/2019 13:00,1541.5,22.8,51,22.3,0
1/2/2019 14:00,1526.66,22.6,53,22.7,0
1/2/2019 15:00,1540.12,21.6,61,22.2,0
1/2/2019 16:00,1731.64,17.7,78,17.7,0
1/2/2019 17:00,2327.77,19.2,63,19.3,0
1/2/2019 18:00,2364.21,19,63,19.2,0
1/2/2019 19:00,2318.72,16.5,75,16.6,0
1/2/2019 20:00,2211.63,14.6,82,14.6,0
1/2/2019 21:00,2066.36,13.4,87,13.5,0
1/2/2019 22:00,1774.36,13.2,88,13.1,0
1/2/2019 23:00,1591.07,13.1,86,12.5,0
1/3/2019 0:00,1476.97,12.6,84,11.7,0
1/3/2019 1:00,1413.2,11.9,84,10.9,0
1/3/2019 2:00,1382.79,11.3,85,10.4,0
1/3/2019 3:00,1380.09,11.1,86,10,0
1/3/2019 4:00,1398.79,10.9,86,9.7,0
1/3/2019 5:00,1468,11.3,85,10,0
1/3/2019 6:00,1613.25,12,82,10.9,0
1/3/2019 7:00,1720.37,14.4,76,13.8,0
1/3/2019 8:00,1698.5,17.5,68,17.7,0
1/3/2019 9:00,1648.78,19,67,19.2,0
1/3/2019 10:00,1624.38,20,68,20.5,0
1/3/2019 11:00,1523.92,21,66,21.8,0
1/3/2019 12:00,1541.49,21.6,63,22.5,0
1/3/2019 13:00,1581.51,21.7,62,22.5,0
1/3/2019 14:00,1578.52,21.8,59,22.5,0
1/3/2019 15:00,1562.42,21,62,21.9,0
1/3/2019 16:00,1758.94,17.8,83,18.6,0
1/3/2019 17:00,2290.17,19.3,70,20.3,0
1/3/2019 18:00,2302.08,17.5,77,18.5,0
1/3/2019 19:00,2398.8,15.9,84,16.2,0
1/3/2019 20:00,2298.84,15.2,86,14.9,0
1/3/2019 21:00,2136.77,14.4,90,13.6,0
1/3/2019 22:00,1794.89,14.2,90,14.9,0
1/3/2019 23:00,1622.67,13.6,95,13.7,0
1/4/2019 0:00,1484.62,13.4,91,13.2,0
1/4/2019 1:00,1445.62,12.5,91,12.2,0
1/4/2019 2:00,1348.87,12.1,93,11.5,0
1/4/2019 3:00,1336.66,12.1,92,11.7,0
1/4/2019 4:00,1356.01,11.4,93,10.8,0
1/4/2019 5:00,1424.84,10.6,85,9.5,0
1/4/2019 6:00,1652.99,11.1,83,9.8,0
1/4/2019 7:00,1816.97,12.6,83,11.6,0
1/4/2019 8:00,1885.88,14.6,86,14.3,0
1/4/2019 9:00,1819.51,16.4,81,15.4,0
1/4/2019 10:00,1662.5,18.2,68,17.2,0
1/4/2019 11:00,1600.23,19.5,64,18.9,0
1/4/2019 12:00,1506.19,20,62,19.6,0
1/4/2019 13:00,1506.24,20.5,61,20.2,0
1/4/2019 14:00,1507.65,20.5,61,20.1,0
1/4/2019 15:00,1560.58,19.9,63,19.5,0
1/4/2019 16:00,1812.32,17.3,74,17.2,0
1/4/2019 17:00,2246.37,15.8,80,15.1,0
1/4/2019 18:00,2386.05,16,77,15.8,0
1/4/2019 19:00,2346.98,15.5,79,15,0
1/4/2019 20:00,2253.24,14.9,82,14.3,0
1/4/2019 21:00,2077.94,13.9,87,13.3,0
1/4/2019 22:00,1777.37,12.7,91,12.3,0
1/4/2019 23:00,1615.16,11.9,91,11.3,0
1/5/2019 0:00,1469.03,11.8,89,10.9,0
1/5/2019 1:00,1415.02,11.8,88,10.8,0
1/5/2019 2:00,1380,11.2,89,10.1,0
1/5/2019 3:00,1382.02,10.2,90,8.8,0
1/5/2019 4:00,1393.1,10.1,89,8.9,0
1/5/2019 5:00,1475.91,10,96,9.2,0
1/5/2019 6:00,1688.51,11.1,89,9.7,0
1/5/2019 7:00,1832.88,13,78,12.1,0
1/5/2019 8:00,1903.98,15.1,73,14.6,0
1/5/2019 9:00,1775.7,16.8,72,16.4,0
1/5/2019 10:00,1740.53,18.8,66,18.3,0
1/5/2019 11:00,1624.66,20.4,59,20,0
1/5/2019 12:00,1587.71,21.2,55,20.6,0
1/5/2019 13:00,1571.58,21.6,53,20.6,0
1/5/2019 14:00,1594.44,21.7,54,20.8,0
1/5/2019 15:00,1605.04,21,58,20.5,0
1/5/2019 16:00,1839.3,17.9,71,17.7,0
1/5/2019 17:00,2343.64,17.6,69,17.1,0
1/5/2019 18:00,2382.29,17.8,68,17.8,0
1/5/2019 19:00,2365.73,14.6,83,14.4,0
1/5/2019 20:00,2267.41,13.6,86,13.1,0
1/5/2019 21:00,2055.95,12.8,88,12.4,0
1/5/2019 22:00,1771.75,11.9,90,11.2,0
1/5/2019 23:00,1608.02,11.7,89,10.8,0
1/6/2019 0:00,1507.5,12.2,83,11,0
1/6/2019 1:00,1430.37,12.4,80,11.3,0
1/6/2019 2:00,1394.32,11.6,84,10.5,0
1/6/2019 3:00,1386.77,10.9,87,9.9,0
1/6/2019 4:00,1391.45,10.4,87,9.3,0
1/6/2019 5:00,1444.97,9.9,90,8.5,0
1/6/2019 6:00,1643.59,10.8,85,9.6,0
1/6/2019 7:00,1801.42,13.2,78,12.1,0
1/6/2019 8:00,1868.71,15.2,76,14.7,0
1/6/2019 9:00,1768.51,17.6,68,17.1,0
1/6/2019 10:00,1643.2,20.1,59,19.5,0
1/6/2019 11:00,1560.11,21.8,54,21,0
1/6/2019 12:00,1557.33,22.9,48,21.9,0
1/6/2019 13:00,1486.36,23.4,46,22,0
1/6/2019 14:00,1512.92,23.2,47,22.1,0
1/6/2019 15:00,1491.86,22.1,56,21.9,0
1/6/2019 16:00,1705.89,19,68,18.9,0
1/6/2019 17:00,2221.46,16.1,81,15.5,0
1/6/2019 18:00,2314.85,16.1,80,16.1,0
1/6/2019 19:00,2231.37,15.1,81,14.8,0
1/6/2019 20:00,2143.17,14,80,13.5,0
1/6/2019 21:00,1901.2,13.1,79,12.4,0
1/6/2019 22:00,1695.67,12.8,80,12,0
1/6/2019 23:00,1542.94,12.2,82,11.4,0
1/7/2019 0:00,1409.92,11.8,82,10.8,0
1/7/2019 1:00,1332.65,11.6,80,10.3,0
1/7/2019 2:00,1292.98,11.2,77,9.8,0
1/7/2019 3:00,1304.84,10.9,73,9.2,0
1/7/2019 4:00,1321.49,10.6,67,8.6,0
1/7/2019 5:00,1348.67,9.7,71,7.4,0
1/7/2019 6:00,1640.05,10.1,72,8.4,0
1/7/2019 7:00,1875.55,12.9,66,11.5,0
1/7/2019 8:00,1893.97,15.1,69,14.1,0
1/7/2019 9:00,1771.51,17.8,64,17,0
1/7/2019 10:00,1684.97,20.6,56,19.7,0
1/7/2019 11:00,1613.44,22.8,51,22.1,0
1/7/2019 12:00,1578.25,23.9,47,23.1,0
1/7/2019 13:00,1530.16,24.2,45,22.9,0
1/7/2019 14:00,1495.96,23.9,48,22.9,0
1/7/2019 15:00,1524.64,22.7,58,23.1,0
1/7/2019 16:00,1670.31,18.8,72,18.9,0
1/7/2019 17:00,2247.49,17.2,72,16.5,0
1/7/2019 18:00,2369.95,17.8,67,17.4,0
1/7/2019 19:00,2315.5,16.4,73,16.1,0
1/7/2019 20:00,2195.39,15,79,15,0
1/7/2019 21:00,2053.68,13.4,87,13.1,0
1/7/2019 22:00,1766.03,13.9,83,13.2,0
1/7/2019 23:00,1611.31,14.2,75,13.1,0
1/8/2019 0:00,1488.61,12.9,77,11.8,0
1/8/2019 1:00,1404.76,12.1,76,10.6,0
1/8/2019 2:00,1381.25,11.9,69,10.3,0
1/8/2019 3:00,1358.44,11.6,66,9.7,0
1/8/2019 4:00,1352.87,11.3,61,9.1,0
1/8/2019 5:00,1436.85,10.2,60,7.8,0
1/8/2019 6:00,1625.27,10.2,60,7.7,0
1/8/2019 7:00,1838.27,12.7,62,10.7,0
1/8/2019 8:00,1805.38,17.1,52,15.9,0
1/8/2019 9:00,1695.29,19.5,44,18.3,0
1/8/2019 10:00,1602.59,20.8,49,19.9,0
1/8/2019 11:00,1553.73,21.8,54,21.9,0
1/8/2019 12:00,1524.45,22.7,55,22.9,0
1/8/2019 13:00,1499.4,23,54,22.6,0
1/8/2019 14:00,1481.4,22.7,56,22.2,0
1/8/2019 15:00,1510.33,21.9,61,22,0
1/8/2019 16:00,1699.39,18.6,77,19.2,0
1/8/2019 17:00,2256.84,17.1,80,17.4,0
1/8/2019 18:00,2329.96,17,81,17.3,0
1/8/2019 19:00,2292.67,16.3,83,16.3,0
1/8/2019 20:00,2210.71,15.7,86,15.7,0
1/8/2019 21:00,1991.23,14.9,89,14.9,0
1/8/2019 22:00,1715.16,14.4,88,14.2,0
1/8/2019 23:00,1476.44,13.7,87,13.1,0
1/9/2019 0:00,1349.76,13.2,82,12.3,0
1/9/2019 1:00,1335.43,12.6,82,11.8,0
1/9/2019 2:00,1315.87,11.6,86,10.7,0
1/9/2019 3:00,1301.13,12.4,81,11.4,0
1/9/2019 4:00,1339.3,11.8,82,10.6,0
1/9/2019 5:00,1364.35,11.5,85,10.3,0
1/9/2019 6:00,1658.1,12.6,78,11.3,0
1/9/2019 7:00,1843.75,14.7,75,14.1,0
1/9/2019 8:00,1817.92,17.5,69,17.2,0
1/9/2019 9:00,1731.16,19.2,65,18.9,0
1/9/2019 10:00,1684.82,20.8,60,20.7,0
1/9/2019 11:00,1584.67,22,56,22.4,0
1/9/2019 12:00,1527.01,22.8,54,23.2,0
1/9/2019 13:00,1478.46,23,54,23.4,0
1/9/2019 14:00,1561.65,22.8,54,23.1,0
1/9/2019 15:00,1571.09,22.2,59,23.1,0
1/9/2019 16:00,1736.48,21.5,60,22.2,0
1/9/2019 17:00,2209.8,19.8,64,20.1,0
1/9/2019 18:00,2290.05,17.4,79,17.7,0
1/9/2019 19:00,2215.5,17.1,76,17.2,0
1/9/2019 20:00,2076.21,16.6,79,16.4,0
1/9/2019 21:00,1893.4,15.2,82,15.3,0
1/9/2019 22:00,1536.83,13.9,86,13.6,0
1/9/2019 23:00,1540.15,14.1,82,13.8,0
1/10/2019 0:00,1422.62,13.5,86,12.9,0
1/10/2019 1:00,1344.48,12.7,86,12.1,0
1/10/2019 2:00,1305.68,12.4,85,11.6,0
1/10/2019 3:00,1289.96,12.1,84,11.1,0
1/10/2019 4:00,1309.24,11.6,85,10.7,0
1/10/2019 5:00,1405.24,11.6,85,10.6,0
1/10/2019 6:00,1662.71,12.1,83,11.4,0
1/10/2019 7:00,1859.73,14.4,79,13.9,0
1/10/2019 8:00,1915.5,16.2,77,16.1,0
1/10/2019 9:00,1812.24,17.5,75,17.5,0
1/10/2019 10:00,1748.91,18.6,72,18.8,0
1/10/2019 11:00,1683.77,19.8,68,20.2,0
1/10/2019 12:00,1616.88,20.9,64,21.2,0
1/10/2019 13:00,1582.96,21.4,61,21.5,0
1/10/2019 14:00,1616.93,21.5,58,21.3,0
1/10/2019 15:00,1638.72,20.9,61,20.9,0
1/10/2019 16:00,1780.82,18.1,77,18.6,0
1/10/2019 17:00,2313.01,18.4,73,18.5,0
1/10/2019 18:00,2331.92,16,85,16.3,0
1/10/2019 19:00,2373.67,14.9,89,15.1,0
1/10/2019 20:00,2248.29,14.1,91,14.3,0
1/10/2019 21:00,2069.76,13.8,91,13.8,0
1/10/2019 22:00,1732.02,13.4,91,13.3,0
1/10/2019 23:00,1647.04,13.1,91,12.8,0
1/11/2019 0:00,1531.21,12.8,91,12.5,0
1/11/2019 1:00,1464.12,12.1,92,11.5,0
1/11/2019 2:00,1435.21,11.7,91,11,0
1/11/2019 3:00,1417.4,11.2,93,10.5,0
1/11/2019 4:00,1447.85,10.9,93,10.2,0
1/11/2019 5:00,1538.45,10.9,95,10.1,0
1/11/2019 6:00,1745.09,12.1,90,11.6,0
1/11/2019 7:00,1903.67,13.6,82,13.1,0
1/11/2019 8:00,1922.77,15.6,76,15.5,0
1/11/2019 9:00,1809.8,18.1,71,18.2,0
1/11/2019 10:00,1756.53,20,65,20,0
1/11/2019 11:00,1706.36,21.5,57,21.4,0
1/11/2019 12:00,1632.81,22.4,52,22.1,0
1/11/2019 13:00,1599.12,22.8,52,22.1,0
1/11/2019 14:00,1566.12,22.8,51,21.9,0
1/11/2019 15:00,1607.18,22,55,21.6,0
1/11/2019 16:00,1788.65,18.6,73,18.8,0
1/11/2019 17:00,2282.83,19.4,61,19.4,0
1/11/2019 18:00,2403.17,18.8,63,18.9,0
1/11/2019 19:00,2377.87,18.2,64,18.1,0
1/11/2019 20:00,2210.4,14.8,79,14.3,0
1/11/2019 21:00,1999.68,14.1,81,13.6,0
1/11/2019 22:00,1693.93,13.5,84,13.1,0
1/11/2019 23:00,1586.29,12.8,88,12.2,0
1/12/2019 0:00,1466.82,12.5,88,11.7,0
1/12/2019 1:00,1433.35,12.4,87,11.4,0
1/12/2019 2:00,1393.55,12.3,86,11.5,0
1/12/2019 3:00,1373.76,11.4,89,10.5,0
1/12/2019 4:00,1386.05,11.1,89,10.2,0
1/12/2019 5:00,1499.21,11.1,90,10.3,0
1/12/2019 6:00,1744.83,11.3,88,10.6,0
1/12/2019 7:00,1904.6,13.8,78,13.2,0
1/12/2019 8:00,1897.95,16.6,71,16.5,0
1/12/2019 9:00,1780.47,19.2,63,19,0
1/12/2019 10:00,1705.58,21.2,56,20.6,0
1/12/2019 11:00,1636.4,22.5,52,22,0
1/12/2019 12:00,1568.9,23.3,49,22.6,0
1/12/2019 13:00,1560.12,23.7,46,22.5,0
1/12/2019 14:00,1537.76,23.5,46,22.1,0
1/12/2019 15:00,1591.54,22.6,50,21.6,0
1/12/2019 16:00,1790.34,20.1,60,19.5,0
1/12/2019 17:00,2319.89,17,75,16.1,0
1/12/2019 18:00,2441.87,16.6,75,16.3,0
1/12/2019 19:00,2332.62,15.4,75,14.8,0
1/12/2019 20:00,2303.72,14.5,72,13.5,0
1/12/2019 21:00,2040.11,14.1,72,12.9,0
1/12/2019 22:00,1829.34,13.5,75,12.3,0
1/12/2019 23:00,1633.82,13.1,78,11.8,0
1/13/2019 0:00,1471.21,12.7,80,11.4,0
1/13/2019 1:00,1419.64,12.4,82,10.9,0
1/13/2019 2:00,1378.6,12.2,81,10.6,0
1/13/2019 3:00,1356.66,11.7,82,10.5,0
1/13/2019 4:00,1354.52,11.2,80,9.8,0
1/13/2019 5:00,1461.43,10.4,89,9.3,0
1/13/2019 6:00,1640.51,10.9,80,9.6,0
1/13/2019 7:00,1856.31,13.4,69,12,0
1/13/2019 8:00,1850.67,17.3,59,16.6,0
1/13/2019 9:00,1750.22,19.9,56,19.4,0
1/13/2019 10:00,1652.07,21.8,55,21.4,0
1/13/2019 11:00,1638.83,23.1,47,22.6,0
1/13/2019 12:00,1598.64,23.9,44,23.1,0
1/13/2019 13:00,1520.53,24.1,45,23.3,0
1/13/2019 14:00,1509.55,24.1,47,23.6,0
1/13/2019 15:00,1500.15,23.2,54,23.6,0
1/13/2019 16:00,1602.19,20.2,67,20.5,0
1/13/2019 17:00,2156.83,20.6,58,21,0
1/13/2019 18:00,2305.64,16.7,77,17,0
1/13/2019 19:00,2282.2,16.4,74,16.4,0
1/13/2019 20:00,2167.77,14.6,83,14.3,0
1/13/2019 21:00,1935.38,14.5,84,14.2,0
1/13/2019 22:00,1715.96,14.2,85,14,0
1/13/2019 23:00,1554.44,13.9,86,13.5,0
1/14/2019 0:00,1425.06,13.6,84,13.1,0
1/14/2019 1:00,1350.43,13.3,84,12.8,0
1/14/2019 2:00,1312.87,12.6,86,12.2,0
1/14/2019 3:00,1329.26,11.9,90,11.4,0
1/14/2019 4:00,1343.16,11.4,91,10.8,0
1/14/2019 5:00,1445.47,11.2,92,10.7,0
1/14/2019 6:00,1695.23,11.4,92,11,0
1/14/2019 7:00,1845.31,14.4,79,14.1,0
1/14/2019 8:00,1902.55,17.5,70,18,0
1/14/2019 9:00,1778.05,19.5,67,20.1,0
1/14/2019 10:00,1711.99,21,64,21.5,0
1/14/2019 11:00,1632.74,22.1,59,23,0
1/14/2019 12:00,1583.98,22.9,55,23.5,0
1/14/2019 13:00,1572.43,23.2,52,23.4,0
1/14/2019 14:00,1515.47,23.4,51,23.3,0
1/14/2019 15:00,1540.53,22.7,54,22.9,0
1/14/2019 16:00,1691.42,19.4,74,19.9,0
1/14/2019 17:00,2205.49,17.7,73,17.6,0
1/14/2019 18:00,2325.66,16.1,80,16.1,0
1/14/2019 19:00,2293.14,15.6,83,15.8,0
1/14/2019 20:00,2200.03,14.4,89,14.4,0
1/14/2019 21:00,2056.44,14.3,87,14.1,0
1/14/2019 22:00,1818.91,14.4,83,13.9,0
1/14/2019 23:00,1666.11,14.4,81,13.6,0
1/15/2019 0:00,1502.11,14,81,13.1,1
1/15/2019 1:00,1404.18,13.7,79,12.8,1
1/15/2019 2:00,1366.26,13.2,78,12.2,1
1/15/2019 3:00,1353.51,13,78,11.6,1
1/15/2019 4:00,1363.48,12.8,77,11.4,1
1/15/2019 5:00,1479.64,10.9,87,9.7,1
1/15/2019 6:00,1739.06,11.1,84,10.3,1
1/15/2019 7:00,1921.46,13.5,75,12.3,1
1/15/2019 8:00,1904.27,17.6,64,17.6,1
1/15/2019 9:00,1741.63,20.1,56,20,1
1/15/2019 10:00,1610.13,21.5,53,21.2,1
1/15/2019 11:00,1524.76,22.4,52,22.3,1
1/15/2019 12:00,1471.84,23,47,22.9,1
1/15/2019 13:00,1417.36,23.4,45,22.9,1
1/15/2019 14:00,1392.83,23.3,45,22.3,1
1/15/2019 15:00,1434.54,22.1,50,21.1,1
1/15/2019 16:00,1631.94,18.5,65,18.1,1
1/15/2019 17:00,2158,18,63,17.5,1
1/15/2019 18:00,2294.64,16.5,69,16,1
1/15/2019 19:00,2246.56,15.1,75,14.5,1
1/15/2019 20:00,2143.22,14.2,79,13.6,1
1/15/2019 21:00,1922.46,13.8,79,13,1
1/15/2019 22:00,1636.38,13.4,80,12.5,1
1/15/2019 23:00,1418.04,12.8,83,11.7,1
1/16/2019 0:00,1277.19,12.1,85,10.9,0
1/16/2019 1:00,1251.61,11.9,84,10.5,0
1/16/2019 2:00,1249.09,11.6,83,10,0
1/16/2019 3:00,1233.3,11.2,83,10,0
1/16/2019 4:00,1249.73,10.6,86,9.4,0
1/16/2019 5:00,1342.46,10.8,89,9.7,0
1/16/2019 6:00,1593.61,10.6,88,9.2,0
1/16/2019 7:00,1781.24,13.5,75,12.2,0
1/16/2019 8:00,1749.01,17.6,62,17.1,0
1/16/2019 9:00,1632.05,19.8,56,20,0
1/16/2019 10:00,1586.37,21.3,53,21.1,0
1/16/2019 11:00,1515.27,22.4,49,22.2,0
1/16/2019 12:00,1455.24,23.1,47,22.5,0
1/16/2019 13:00,1438.32,23.5,44,22.2,0
1/16/2019 14:00,1442.63,23.2,45,21.7,0
1/16/2019 15:00,1491.9,22.5,49,21.2,0
1/16/2019 16:00,1646.69,20.2,55,19.1,0
1/16/2019 17:00,2176.77,18.3,65,17.5,0
1/16/2019 18:00,2338.9,17.6,68,16.9,0
1/16/2019 19:00,2258.13,16.5,70,15.8,0
1/16/2019 20:00,2206,15.4,68,14.4,0
1/16/2019 21:00,1891.57,14.6,68,13.3,0
1/16/2019 22:00,1711.75,13.6,75,12.5,0
1/16/2019 23:00,1500.78,12.8,80,11.8,0
1/17/2019 0:00,1383.48,12,82,10.9,0
1/17/2019 1:00,1320.96,11.2,83,10,0
1/17/2019 2:00,1302.99,10.5,83,9.2,0
1/17/2019 3:00,1285.81,10.1,80,8.6,0
1/17/2019 4:00,1291.77,10,77,8.4,0
1/17/2019 5:00,1388.91,11.1,75,9.7,0
1/17/2019 6:00,1630.42,11.5,72,9.8,0
1/17/2019 7:00,1825.59,12.9,70,11.6,0
1/17/2019 8:00,1835.48,15.4,69,14.5,0
1/17/2019 9:00,1712.77,18.1,67,17.6,0
1/17/2019 10:00,1638.12,20.9,57,20.2,0
1/17/2019 11:00,1584.87,22.8,48,21.9,0
1/17/2019 12:00,1540.22,23.8,43,22.7,0
1/17/2019 13:00,1467.79,24.2,39,22.7,0
1/17/2019 14:00,1446.6,24.1,40,22.6,0
1/17/2019 15:00,1483.57,23,48,22.5,0
1/17/2019 16:00,1674.23,19.2,70,19.2,0
1/17/2019 17:00,2127.05,20.5,51,19.9,0
1/17/2019 18:00,2282.73,19.3,53,18.7,0
1/17/2019 19:00,2234.53,15.9,66,15.1,0
1/17/2019 20:00,2139.35,15.1,69,14.3,0
1/17/2019 21:00,1913.15,13.9,76,13,0
1/17/2019 22:00,1659.16,13.4,77,12.7,0
1/17/2019 23:00,1553.63,13.1,81,12.5,0
1/18/2019 0:00,1433.67,12.9,83,12.1,0
1/18/2019 1:00,1369.57,12.4,82,11.4,0
1/18/2019 2:00,1369.45,12.1,78,10.8,0
1/18/2019 3:00,1353.45,11.9,72,10.3,0
1/18/2019 4:00,1366.07,11.3,70,9.6,0
1/18/2019 5:00,1470.91,11.1,75,9.6,0
1/18/2019 6:00,1628.19,12.1,73,10.6,0
1/18/2019 7:00,1854.05,14.5,68,13.6,0
1/18/2019 8:00,1818.5,17.5,63,17.5,0
1/18/2019 9:00,1630.65,19.6,60,19.8,0
1/18/2019 10:00,1577.09,21.2,57,21.5,0
1/18/2019 11:00,1536.36,22.4,55,23.2,0
1/18/2019 12:00,1475.95,23,53,23.7,0
1/18/2019 13:00,1465.02,23.2,53,23.6,0
1/18/2019 14:00,1506.89,23.3,52,23.5,0
1/18/2019 15:00,1554.68,22.8,55,22.9,0
1/18/2019 16:00,1678.16,19.4,74,19.9,0
1/18/2019 17:00,2209.21,20.5,61,20.8,0
1/18/2019 18:00,2371.02,16.8,78,16.9,0
1/18/2019 19:00,2345.31,16.4,78,16.4,0
1/18/2019 20:00,2239.13,16,79,16,0
1/18/2019 21:00,2021.96,16.2,77,15.9,0
1/18/2019 22:00,1773.16,15.6,79,15.4,0
1/18/2019 23:00,1582.26,14.2,84,13.8,0
1/19/2019 0:00,1443.08,13.9,83,13.4,0
1/19/2019 1:00,1391.65,14,79,13.4,0
1/19/2019 2:00,1366.13,13.6,80,13.1,0
1/19/2019 3:00,1359.58,13.4,80,12.8,0
1/19/2019 4:00,1369.55,13.1,80,12.5,0
1/19/2019 5:00,1460.7,12.4,84,11.6,0
1/19/2019 6:00,1710.96,12.4,84,11.5,0
1/19/2019 7:00,1824.03,14.4,78,13.9,0
1/19/2019 8:00,1904.62,18.5,67,18.9,0
1/19/2019 9:00,1760.58,20.6,59,20.8,0
1/19/2019 10:00,1667.42,22,57,22.2,0
1/19/2019 11:00,1613.26,22.8,55,23.2,0
1/19/2019 12:00,1567.53,23.4,52,23.9,0
1/19/2019 13:00,1546.19,23.7,49,23.7,0
1/19/2019 14:00,1568.47,23.5,48,23,0
1/19/2019 15:00,1602.31,22.9,51,22.2,0
1/19/2019 16:00,1713.09,19.6,72,20,0
1/19/2019 17:00,2241.69,18.8,67,18.5,0
1/19/2019 18:00,2388.82,18.2,68,18.5,0
1/19/2019 19:00,2329.14,16.8,74,16.7,0
1/19/2019 20:00,2241.92,15.4,82,15.5,0
1/19/2019 21:00,2005.47,14.9,85,15.1,0
1/19/2019 22:00,1751.24,15.2,84,15.4,0
1/19/2019 23:00,1539.46,15,86,15.2,0
1/20/2019 0:00,1446.13,15,85,15.3,0
1/20/2019 1:00,1424.75,14.3,89,14.4,0
1/20/2019 2:00,1388.54,14.1,88,14.1,0
1/20/2019 3:00,1384.61,13.7,86,13.2,0
1/20/2019 4:00,1408.83,13.3,85,12.5,0
1/20/2019 5:00,1491.58,12.4,91,11.5,0
1/20/2019 6:00,1714.63,12.6,90,11.9,0
1/20/2019 7:00,1946.56,14.9,81,14.5,0
1/20/2019 8:00,1917.46,18.6,69,19,0
1/20/2019 9:00,1826.76,20.9,61,21,0
1/20/2019 10:00,1703.66,22.4,54,22.5,0
1/20/2019 11:00,1649.26,23.4,48,23.6,0
1/20/2019 12:00,1605.84,24,43,23.8,0
1/20/2019 13:00,1582.21,24.4,42,23.5,0
1/20/2019 14:00,1566.24,24.3,41,23.1,0
1/20/2019 15:00,1600.39,23.5,45,22.8,0
1/20/2019 16:00,1657.35,19.9,67,20,0
1/20/2019 17:00,2160.12,21,54,20.6,0
1/20/2019 18:00,2351.9,17.2,69,17,0
1/20/2019 19:00,2301.03,15.9,71,15.4,0
1/20/2019 20:00,2185.6,14.8,74,13.9,0
1/20/2019 21:00,1943.82,14.6,73,13.4,0
1/20/2019 22:00,1773.77,14.6,73,13.5,0
1/20/2019 23:00,1604.74,14.3,75,13,0
1/21/2019 0:00,1486.88,13.6,78,12.3,0
1/21/2019 1:00,1441.38,13,79,11.8,0
1/21/2019 2:00,1426.1,12.8,77,11.7,0
1/21/2019 3:00,1423.22,12,79,10.9,0
1/21/2019 4:00,1436.25,11.6,76,10.3,0
1/21/2019 5:00,1542.89,11.6,76,9.9,0
1/21/2019 6:00,1825.83,12.1,69,10.1,0
1/21/2019 7:00,1947.65,14.3,63,12.6,0
1/21/2019 8:00,1996.32,18.6,55,17.9,0
1/21/2019 9:00,1816.67,20.9,53,20.4,0
1/21/2019 10:00,1742.81,22.1,52,21.9,0
1/21/2019 11:00,1610.15,23.2,49,23.3,0
1/21/2019 12:00,1557.39,24,46,24.1,0
1/21/2019 13:00,1546.17,24.5,44,24,0
1/21/2019 14:00,1551.98,24.5,44,23.9,0
1/21/2019 15:00,1625.79,23.7,49,23.2,0
1/21/2019 16:00,1753.07,20.8,61,20.8,0
1/21/2019 17:00,2269.9,18.1,70,17.9,0
1/21/2019 18:00,2434.72,17.4,70,17.3,0
1/21/2019 19:00,2408.67,16.3,74,16.2,0
1/21/2019 20:00,2329.23,15.1,79,15,0
1/21/2019 21:00,2128.29,14.7,81,14.4,0
1/21/2019 22:00,1853.31,14.1,83,13.6,0
1/21/2019 23:00,1662.18,13.9,83,13.2,0
